,month,date,year,title,link
2420,2,23,1694년,[음]안용복 등이 울릉도에 잠입한 일본 어민을 추방함,http://sillok.history.go.kr/id/ksa_12002023_003
2421,2,23,1669년,[음]《경국대전(經國大典)》을 간행함,http://sillok.history.go.kr/id/kra_11002023_003
2422,2,23,1634년,[음]선혜청에서 거두는 곡식의 10분의 1을 돈으로 바치게 함,http://sillok.history.go.kr/id/kpa_11202023_001
2423,2,23,1600년,[음]울산의 정병(正兵) 장번석 등 57명이 일본에 끌려갔다가 송환됨,http://sillok.history.go.kr/id/kna_13302023_002
2424,2,23,1573년,[음]조운선이 침몰하면 배를 만든 자를 문책하게 함,http://sillok.history.go.kr/id/kna_10602023_002
2425,2,23,1546년,[음]정기적으로 장시를 열게 함,http://sillok.history.go.kr/id/kma_10102023_003
2426,2,23,1522년,[음]말·되를 새로 만듦,http://sillok.history.go.kr/id/kka_11702023_001
2427,2,23,1517년,"[음]여진 1,000여 명이 방산진 건너에 주둔함",http://sillok.history.go.kr/id/kka_11202023_002
2428,2,23,1477년,[윤]삼척부에 성을 쌓음,http://sillok.history.go.kr/id/kia_10802123_004
2429,2,23,1466년,[음]성균관에 구재를 설치함,http://sillok.history.go.kr/id/kga_11202023_002
2430,2,23,1450년,[음]문종이 즉위함,http://sillok.history.go.kr/id/kea_10002023_002
2431,2,23,1435년,[음]개성부 유후 김자지 죽음,http://sillok.history.go.kr/id/kda_11702023_003
2432,2,23,1278년,[음]모든 관리들에게 원의 의관 착용을 명령함,http://db.history.go.kr/id/kr_028r_0060_0020_0080
2433,2,23,1263년,[음]왜구가 금주를 침략해 공물 운반선을 약탈함,http://db.history.go.kr/id/kr_025r_0060_0010_0030
2434,2,23,1073년,[음]왕이 봉은사에 가서 특별히 연등회를 개설하고 불상의 준공을 경축함,http://db.history.go.kr/id/kr_009r_0020_0020_0060
2435,2,24,2007년,"한·미 국방부 장관, 전시 작전 통제권 이양(2012.4.)의 합의 문서에 서명",http://db.history.go.kr/id/tcct_2007_02_24_0010
2436,2,24,2006년,"최연희 한나라당 의원, 술자리에서 동아일보 여기자 성추행",http://db.history.go.kr/id/tcct_2006_02_24_0020
2437,2,24,2005년,"최용규 열린우리당 의원 등 여야 의원 169명, ＜친일 반민족 행위자 재산 환수 특별법＞ 국회 제출",http://db.history.go.kr/id/tcct_2005_02_24_0010
2438,2,24,2002년,"주요 언론, 오노 사태로 반미 감정이 역대 최악이라고 보도",http://db.history.go.kr/id/tcct_2002_02_24_0030
2439,2,24,1995년,"교육부, 1997학년도부터 국민학교 4~6학년 영어 교육 실시 추진 발표",http://db.history.go.kr/id/tcct_1995_02_24_0040
2440,2,24,1983년,"서울올림픽 조직 위원회, 88 서울올림픽 마스코트로 ‘호랑이’ 확정",http://db.history.go.kr/id/tcct_1983_02_24_0020
2441,2,24,1976년,"소아마비 협회, 지체 부자유자의 대학 진학 제한 규탄 궐기 대회 개최",http://db.history.go.kr/id/tcct_1976_02_24_0060
2442,2,24,1967년,"인구 센서스 결과 1966년 10월 1일 현재 총인구 2,920만 7,856명",http://db.history.go.kr/id/tcct_1967_02_24_0030
2443,2,24,1966년,"사할린 동포 224명, 고국 송환 호소",http://db.history.go.kr/id/tcct_1966_02_24_0030
2444,2,24,1960년,"부산대학 장기려 박사, 국내 최초로 간석엽 절제 수술에 성공",http://db.history.go.kr/id/tcct_1960_02_24_0010
2445,2,24,1951년,"국군·유엔군, 한강 남안까지 진격",http://db.history.go.kr/id/tcct_1951_02_24_0010
2446,2,24,1949년,"국회 본회의, 이승만 정부의 〈반민족 행위 처벌법 개정 법률안〉 기각",http://db.history.go.kr/id/tcct_1949_02_24_0010
2447,2,24,1947년,"25개 문화 예술 단체, 〈조선 문화 단체 총연맹〉 결성",http://db.history.go.kr/id/tcct_1947_02_24_0030
2448,2,24,1946년,"북조선민주당(당수 최용건), 제1차 당대회 개최",http://db.history.go.kr/id/tcct_1946_02_24_0010
2449,2,24,1943년,"일제, 매주 월요일을 연성일(鍊成日)로 제정, 군사 훈련 강화",http://db.history.go.kr/id/tcmd_1943_02_24_0010
2450,2,24,1938년,"조선총독부, 각 도에 방공 훈련 실시 통첩·음향관제 실시",http://db.history.go.kr/id/tcmd_1938_02_24_0040
2451,2,24,1921년,"재미 대한 여자 애국단, 대한민국 임시정부에 500달러 헌납",http://db.history.go.kr/id/tcmd_1921_02_24_0040
2452,2,24,1917년,"조선 상업 은행, 주주총회 열고 일본인에게도 주주 허용",http://db.history.go.kr/id/tcmd_1917_02_24_0010
2453,2,24,1916년,"조선총독부, 전남 고흥 소록도에 자혜의원(慈惠醫院) 설립",http://db.history.go.kr/id/tcmd_1916_02_24_0010
2454,2,24,1908년,"이동휘·강대흠·황범주 등, 강화군의 의무 교육을 위한 학무회 조직",http://db.history.go.kr/id/tcmd_1908_02_24_0160
2455,2,24,1896년,러시아어를 가르치는 아어학교(俄語學校) 설립,http://db.history.go.kr/id/tcmd_1896_02_24_0020
2456,2,24,1818년,[음]고려 왕릉에 투장(偸葬)한 무덤을 조사하게 함,http://sillok.history.go.kr/id/kwa_11802024_001
2457,2,24,1788년,[음]관료들의 소장에 ‘당목(黨目)’이란 글자 사용을 금지함,http://sillok.history.go.kr/id/kva_11202024_001
2458,2,24,1785년,[음]봉조하 김치인에게 《대전통편(大典通編)》 편찬을 맡김,http://sillok.history.go.kr/id/kva_10902024_001
2459,2,24,1777년,[음]사신들이 청나라에서 《고금도서집성(古今圖書集城)》을 구입해 옴,http://sillok.history.go.kr/id/kva_10102024_002
2460,2,24,1775년,[음]금주령을 엄격히 지키도록 함,http://sillok.history.go.kr/id/kua_15102024_001
2461,2,24,1765년,[음]여름 가뭄을 대비하여 제방을 수리하고 물을 저장해 두게 함,http://sillok.history.go.kr/id/kua_14102024_001
2462,2,24,1763년,[음]경학(經學)으로 처음 선발된 자를 경연관과 서연관으로 삼게 함,http://sillok.history.go.kr/id/kua_13902024_002
2463,2,24,1674년,[음]효종 비 인선 왕후 장씨 죽음,http://sillok.history.go.kr/id/krb_11502024_001
2464,2,24,1622년,[음]5도의 모속사(募粟使)를 차출함,http://sillok.history.go.kr/id/kob_11402024_002
2465,2,24,1602년,[윤]정여립의 기축옥사에 연루된 성혼의 관작을 삭탈함,http://sillok.history.go.kr/id/knb_13502124_002
2466,2,24,1601년,[음]왜란 이후 문묘를 다시 세우게 함,http://sillok.history.go.kr/id/kna_13402024_005
2467,2,24,1543년,[음]윤임과 윤원형을 각각 대윤·소윤이라 부름,http://sillok.history.go.kr/id/kka_13802024_001
2468,2,24,1537년,[음]도성 내의 무속 행위를 단속함,http://sillok.history.go.kr/id/kka_13202024_002
2469,2,24,1487년,[음]창덕궁에 보루각(報漏閣)을 더 세워 시간을 측정하게 함,http://sillok.history.go.kr/id/kia_11802024_002
2470,2,24,1478년,[음]상락 부원군 김질 죽음,http://sillok.history.go.kr/id/kia_10902024_001
2471,2,24,1477년,[윤]법을 어겨 승려가 되는 자들에 대한 처벌을 엄히 지킬 것을 명함,http://sillok.history.go.kr/id/kia_10802124_004
2472,2,24,1460년,[음]함길도 부령 등에서 여진을 물리침,http://sillok.history.go.kr/id/kga_10602024_003
2473,2,24,1447년,[음]다방(茶房)을 사준원(司尊院)으로 개칭함,http://sillok.history.go.kr/id/kda_12902024_001
2474,2,24,1425년,[음]음악 서적을 편찬하게 함,http://sillok.history.go.kr/id/kda_10702024_003
2475,2,24,1422년,[음]성문도감(城門都監)을 설치함,http://sillok.history.go.kr/id/kda_10402024_002
2476,2,24,1332년,[음]원이 상왕(충숙왕)을 복위시킴,http://db.history.go.kr/id/kr_035r_0120_0010_0010
2477,2,24,1328년,[음]세자 왕정을 원에 보내 황제를 숙위하게 함,http://db.history.go.kr/id/kr_035r_0090_0010_0010
2478,2,24,1309년,[음]왕이 『충헌왕실록』의 편찬을 명령함,http://db.history.go.kr/id/kr_033r_0040_0020_0020
2479,2,24,1260년,[음]왕(원종)이 몽고에서 귀국해 몽고에 투항한 관리 일족을 수감시킴,http://db.history.go.kr/id/kr_025r_0030_0020_0030
2480,2,24,1072년,[음]중광전에서 특별히 연등회를 개설함,http://db.history.go.kr/id/kr_009r_0010_0010_0050
2481,2,25,2003년,"정태춘, 공연 윤리 위원회의 사전 심의 거부, 「아, 대한민국」 앨범 발간",http://db.history.go.kr/id/tcct_2003_02_25_0070
2482,2,25,2002년,"철도·발전 부문 노동 조합, 최초 연대 총파업 시작",http://db.history.go.kr/id/tcct_2002_02_25_0050
2483,2,25,1998년,"김대중 대통령, 제15대 대통령 취임",http://db.history.go.kr/id/tcct_1998_02_25_0010
2484,2,25,1986년,"서울대 졸업생 4천여 명, 졸업식장에서 집단 퇴장",http://db.history.go.kr/id/tcct_1986_02_25_0020
2485,2,25,1983년,"국방부, 미그 19기 조종사 이웅평 상위가 비행기로 휴전선을 넘어 귀순했다고 발표",http://db.history.go.kr/id/tcct_1983_02_25_0020
2486,2,25,1981년,"대통령 선거인단, 전두환을 제12대 대통령으로 선출(득표율 90.2%)",http://db.history.go.kr/id/tcct_1981_02_25_0010
2487,2,25,1974년,"서울지검 공안부, 문인 간첩단 사건 발표, 이호철 등 5명의 문인 구속",http://db.history.go.kr/id/tcct_1974_02_25_0040
2488,2,25,1971년,"문교부, 인문계 고등학교·교육대학의 교육 과정 개편, 국민윤리를 독립 교과로 운영",http://db.history.go.kr/id/tcct_1971_02_25_0020
2489,2,25,1966년,"영화 〈벙어리 삼룡이〉, 제26회 베니스 영화제 우수상 획득",http://db.history.go.kr/id/tcct_1966_02_25_0040
2490,2,25,1964년,재일 동포 60만 명 중 민단계·중립계·조총련계 각 20만 명,http://db.history.go.kr/id/tcct_1964_02_25_0020
2491,2,25,1963년,"대납 자금 부족으로 주각 포락, 증권 시장 무기 휴장",http://db.history.go.kr/id/tcct_1963_02_25_0030
2492,2,25,1960년,"조병옥(1894~1960) 민주당 대통령 후보, 신병 치료차 도미 후 사망",http://db.history.go.kr/id/tcct_1960_02_25_0010
2493,2,25,1958년,진보당 등록 취소,http://db.history.go.kr/id/tcct_1958_02_25_0010
2494,2,25,1947년,"중앙 전신국, 국문 통신 타이프 설치",http://db.history.go.kr/id/tcct_1947_02_25_0030
2495,2,25,1946년,"미 군정청, 미곡 자유 판매 불허와 미곡 배급 실시 언명",http://db.history.go.kr/id/tcct_1946_02_25_0060
2496,2,25,1934년,"재중국 한국 독립당 기관지, 〈진광(震光)〉 창간",http://db.history.go.kr/id/tcmd_1934_02_25_0030
2497,2,25,1924년,"경성 지방 법원, 처음으로 약식 재판 시행",http://db.history.go.kr/id/tcmd_1924_02_25_0010
2498,2,25,1919년,"대한인 국민회 중앙 총회 임시 위원회 이승만·정한경, 미국 대통령 윌슨에게 〈한국 위임 통치 강령서〉 제출",http://db.history.go.kr/id/tcmd_1919_02_25_0010
2499,2,25,1913년,"〈시가지 건축 취체 규칙〉 공포, 우물·변소·하수구 등 축조 기준 제시",http://db.history.go.kr/id/tcmd_1913_02_25_0020
2500,2,25,1912년,〈조선불교월보〉 창간(편집인 권상로),http://db.history.go.kr/id/tcmd_1912_02_25_0020
2501,2,25,1907년,"나인영·오기호 등, 권중현 등 을사 5적 저격 실패",http://db.history.go.kr/id/tcmd_1907_02_25_0010
2502,2,25,1904년,의주 개항장 선정 발표,http://db.history.go.kr/id/tcmd_1904_02_25_0020
2503,2,25,1836년,[음]경복궁에서 경과(慶科)의 정시(庭試)를 실시함,http://sillok.history.go.kr/id/kxa_10202025_001
2504,2,25,1792년,"[음]영릉(永陵, 진종 능) 참배 후 환궁 시 구경하는 백성을 위해 야간 통행금지를 풀게 함",http://sillok.history.go.kr/id/kva_11602025_005
2505,2,25,1790년,[음]정조가 성균관 문묘에 작헌례를 행함,http://sillok.history.go.kr/id/kva_11402025_001
2506,2,25,1784년,[음]어염 선세의 절목을 만들게 함,http://sillok.history.go.kr/id/kva_10802025_001
2507,2,25,1780년,[음]강계 삼역(蔘役)의 폐단을 시정하게 함,http://sillok.history.go.kr/id/kva_10402025_001
2508,2,25,1779년,[음]체발(髢髮) 등의 사치 풍조를 근절하게 함,http://sillok.history.go.kr/id/kva_10302025_001
2509,2,25,1763년,[음]출퇴근 시간법[묘유법]이 낭청만 해당됨을 밝힘,http://sillok.history.go.kr/id/kua_13902025_001
2510,2,25,1725년,[음]영조의 장자 경의군(진종)을 왕세자로 삼음,http://sillok.history.go.kr/id/kua_10102025_001
2511,2,25,1698년,[음]청나라에서 쌀 1만 석을 무상으로 줌,http://sillok.history.go.kr/id/ksa_12402025_002
2512,2,25,1671년,"[음]황해도에서 1만 5,500여 명이 굶주림에 시달리고 전염병으로 40여 명이 사망",http://sillok.history.go.kr/id/kra_11202025_003
2513,2,25,1625년,"[음]인성군(仁城君, 선조의 일곱째 아들)이 유배됨",http://sillok.history.go.kr/id/kpa_10302025_001
2514,2,25,1608년,[음]선조의 휘호를 고침,http://sillok.history.go.kr/id/kob_10002025_008
2515,2,25,1594년,[음]일본이 우리나라에 화친을 청한 사실을 중국에 알리게 함,http://sillok.history.go.kr/id/kna_12702025_004
2516,2,25,1567년,[음]평안도에서 수운(水運)을 다시 시작함,http://sillok.history.go.kr/id/kma_12202025_001
2517,2,25,1524년,[음]《춘추관일기》를 편찬하게 함,http://sillok.history.go.kr/id/kka_11902025_002
2518,2,25,1505년,[음]당직청(當直廳)을 밀위(密威)로 고침,http://sillok.history.go.kr/id/kja_11102025_002
2519,2,25,1494년,[음]삼포 왜인의 경작지에 과세함,http://sillok.history.go.kr/id/kia_12502025_003
2520,2,25,1484년,[음]행대호군 이계전 죽음,http://sillok.history.go.kr/id/kia_11502025_001
2521,2,25,1477년,[윤]사학 교관의 임기를 30개월로 정함,http://sillok.history.go.kr/id/kia_10802125_004
2522,2,25,1419년,[음]기자의 비석을 세우게 함,http://sillok.history.go.kr/id/kda_10102025_006
2523,2,25,1404년,[음]금주령을 내림,http://sillok.history.go.kr/id/kca_10402025_002
2524,2,25,1401년,[음]좌명공신에게 교서와 녹권을 내림,http://sillok.history.go.kr/id/kca_10102025_001
2525,2,25,1270년,[음]임연이 사망하자 임유무를 교정별감에 임명함,http://db.history.go.kr/id/kr_026r_0070_0020_0120
2526,2,25,1146년,[음]태자에게 왕위를 전하는 조서를 내림,http://db.history.go.kr/id/kr_017r_0080_0020_0070
2527,2,25,1126년,[음]김찬 등이 이자겸과 척준경 주살을 모의했으나 실패함,http://db.history.go.kr/id/kr_015r_0060_0020_0040
2528,2,25,1042년,[음]최호 등이 중국 역사서를 새로 간행하여 바침,http://db.history.go.kr/id/kr_006r_0100_0020_0040
2529,2,26,2003년,"대법원, 1995년 치과 의사 모녀 살해 사건 용의자인 남편에게 무죄 판결",http://db.history.go.kr/id/tcct_2003_02_26_0030
2530,2,26,2002년,"대법원, 정리 해고·구조 조정은 단체 교섭 대상이 될 수 없다고 판결",http://db.history.go.kr/id/tcct_2002_02_26_0030
2531,2,26,2001년,"서울대학교, 1987년 경찰의 고문으로 숨진 고 박종철에게 명예 졸업장 수여",http://db.history.go.kr/id/tcct_2001_02_26_0020
2532,2,26,1995년,"한국 갤럽, 여론 조사에서 아들이 꼭 있어야 한다는 응답이 45.4%로 남아 선호 분석",http://db.history.go.kr/id/tcct_1995_02_26_0040
2533,2,26,1994년,"김영삼 대통령, 1974년 중단 후 20년 만에 현직 대통령으로 서울대학교 졸업식에 참석",http://db.history.go.kr/id/tcct_1994_02_26_0010
2534,2,26,1993년,"김영삼 대통령, 청와대 앞길과 인왕산 전면 개방 발표",http://db.history.go.kr/id/tcct_1993_02_26_0020
2535,2,26,1990년,"미국, 제1차 한미 금융 정책 회의에서 자본 시장 개방 요구",http://db.history.go.kr/id/tcct_1990_02_26_0060
2536,2,26,1976년,"미 육군, 1977년도에 한국 내 핵 저장 시설 현대화 위해 의회에 5천만 달러 요구",http://db.history.go.kr/id/tcct_1976_02_26_0050
2537,2,26,1965년,"대한 상공 회의소,  노동법 개정을 정부에 건의. 산별 노조를 기업별 노조로 변경, 생리 휴가 폐지, 50인 이하 사업장 근로 기준법 불적용 등",http://db.history.go.kr/id/tcct_1965_02_26_0030
2538,2,26,1950년,"오제도 등 서울지검 5명의 검사, 〈국가보안법〉 3심제 개정 반대의 건의문을 당국에 제출",http://db.history.go.kr/id/tcct_1950_02_26_0010
2539,2,26,1946년,"안재홍, 〈신조선보〉 개제, 〈한성일보〉 창간",http://db.history.go.kr/id/tcct_1946_02_26_0020
2540,2,26,1938년,"〈조선 육군 특별 지원 병령〉 공포 (4.3. 시행) 만 17세 이상, 소학교 졸업 이상자 지원 대상",http://db.history.go.kr/id/tcmd_1938_02_26_0030
2541,2,26,1932년,"서울의 제일고등보통학교 4년생 100여 명, 교련·훈시 거부",http://db.history.go.kr/id/tcmd_1932_02_26_0070
2542,2,26,1908년,러시아 블라디보스토크에서 〈해조신문(海潮新聞)〉 창간(주필 장지연),http://db.history.go.kr/id/tcmd_1908_02_26_0010
2543,2,26,1906년,"손병희, 「천도교대헌」 제정·공포",http://db.history.go.kr/id/tcmd_1906_02_26_0020
2544,2,26,1899년,"찬양회, 서울 느릿골에서 여학생 30명 모집, 순성여학교 설립",http://db.history.go.kr/id/tcmd_1899_02_26_0010
2545,2,26,1881년,"[음]경상도 유생 이만손 등, 척사와 『조선책략』 공박하는 「만인소」 올림",http://db.history.go.kr/id/tcmd_1881_02_26_0020
2546,2,26,1847년,[음]정시 문무과가 실시됨,http://sillok.history.go.kr/id/kxa_11302026_001
2547,2,26,1837년,[음]김조근을 영돈령부사 영흥 부원군으로 삼음,http://sillok.history.go.kr/id/kxa_10302026_003
2548,2,26,1817년,[음]순조가 화성에 행차하여 행궁에서 유숙함,http://sillok.history.go.kr/id/kwa_11702026_001
2549,2,26,1802년,[음]인정전에 나아가 경과의 정시와 문무과의 전시를 행함,http://sillok.history.go.kr/id/kwa_10202026_001
2550,2,26,1801년,[음]신유박해에 연루된 사학(천주교) 죄인들을 추국함,http://sillok.history.go.kr/id/kwa_10102026_003
2551,2,26,1794년,[음]문묘에 작헌례를 거행하고 춘당대에 거둥하여 문무과 시험을 보임,http://sillok.history.go.kr/id/kva_11802026_001
2552,2,26,1780년,[음]이조 판서 김종수가 홍국영을 귀양 보낼 것을 청함,http://sillok.history.go.kr/id/kva_10402026_001
2553,2,26,1777년,[음]새는 곳이 많아 창덕궁과 창경궁을 수리하게 함,http://sillok.history.go.kr/id/kva_10102026_004
2554,2,26,1770년,[음]백성들의 전염병 치료를 위해 활인서에 필요한 약품들을 보내게 함,http://sillok.history.go.kr/id/kua_14602026_001
2555,2,26,1767년,[음]영조가 전배례·친경례·노주례를 행함,http://sillok.history.go.kr/id/kua_14302026_001
2556,2,26,1712년,[음]백두산 경계 조사를 위해 청나라에서 차사 목극등이 옴,http://sillok.history.go.kr/id/ksa_13802026_002
2557,2,26,1688년,[음]병자호란 전사자에 제사 지냄,http://sillok.history.go.kr/id/ksa_11402026_007
2558,2,26,1667년,[음]조선에 표류한 네덜란드 인들이 도망간 사실을 일본에서 알려옴,http://sillok.history.go.kr/id/krb_10802026_004
2559,2,26,1600년,[음]비변사와 일본의 강화 요구에 대한 대책을 논의함,http://sillok.history.go.kr/id/kna_13302026_003
2560,2,26,1587년,[음]왜적선이 전라도 흥양에 침입하여 녹도 권관(鹿島權管) 이대원이 전사함,http://sillok.history.go.kr/id/kna_12002026_001
2561,2,26,1498년,[음]전년도의 흉년으로 상평창 설치를 명함,http://sillok.history.go.kr/id/kja_10402026_001
2562,2,26,1472년,[음]금주령을 내림,http://sillok.history.go.kr/id/kia_10302026_004
2563,2,26,1458년,[음]거진의 습진 사목을 정함,http://sillok.history.go.kr/id/kga_10402026_003
2564,2,26,1427년,[음]사찰 토지를 군자감에 소속시킴,http://sillok.history.go.kr/id/kda_10902026_002
2565,2,26,1423년,[음]남산에 봉화대를 세움,http://sillok.history.go.kr/id/kda_10502026_005
2566,2,26,1323년,[음]원 황제가 상왕을 도스마의 땅으로 옮김,http://db.history.go.kr/id/kr_035r_0040_0020_0010
2567,2,26,1255년,[음]최항을 감수국사에 임명함,http://db.history.go.kr/id/kr_024r_0050_0020_0070
2568,2,26,1138년,[음]상소·서류 등에 신성제왕이라는 호칭을 쓰지 못하게 함,http://db.history.go.kr/id/kr_016r_0100_0020_0040
2569,2,26,1126년,[음]이자겸과 척준경이 궁궐을 불태움,http://db.history.go.kr/id/kr_015r_0060_0020_0050
2570,2,26,1109년,[음]신기군을 사열함,http://db.history.go.kr/id/kr_013r_0010_0020_0100
2571,2,26,1099년,[음]송에서 고려인의 빈공과 응시를 허락함,http://db.history.go.kr/id/kr_011r_0060_0020_0030
2572,2,27,2007년,"한국 여성 단체 연합, 올해의 여성 운동상 수상자로 KTX 열차 승무 지부 선정",http://db.history.go.kr/id/tcct_2007_02_27_0020
2573,2,27,2004년,"검찰 병역 비리 수사관 자격 사칭한 김대업, 징역 1년 10개월 확정",http://db.history.go.kr/id/tcct_2004_02_27_0040
2574,2,27,1996년,"미국 경제지 『저널 오브 커머스』, 미국 정부가 신군부의 광주 민주화 운동 무력 진압 승인 보도",http://db.history.go.kr/id/tcct_1996_02_27_0070
2575,2,27,1994년,"전이경·채지훈, 제17회 릴레함메르 동계 올림픽 쇼트 트랙 여자 1,000m·남자 500m 우승",http://db.history.go.kr/id/tcct_1994_02_27_0040
2576,2,27,1991년,반민족 문제 연구소(현 민족 문제 연구소) 설립,http://db.history.go.kr/id/tcct_1991_02_27_0040
2577,2,27,1990년,"울진 원자력 발전소 2호기(95만kW), 착공 8년 9개월 만에 준공",http://db.history.go.kr/id/tcct_1990_02_27_0040
2578,2,27,1989년,"부시 미 대통령 방한, 정상 회담에서 한·미 안보 협력 강화 합의",http://db.history.go.kr/id/tcct_1989_02_27_0030
2579,2,27,1984년,"서울시, 보신탕 등 판매 식품 업소 영업 행위 금지를 시내 전역으로 확대",http://db.history.go.kr/id/tcct_1984_02_27_0030
2580,2,27,1978년,"인권 운동 협의회, 미 국무부의 인권 보고서에 대한 반박으로  「한국 국민의 인권 선언」 발표",http://db.history.go.kr/id/tcct_1978_02_27_0050
2581,2,27,1973년,제9대 국회의원 총선거 실시 전국 투표율 72.6%,http://db.history.go.kr/id/tcct_1973_02_27_0010
2582,2,27,1963년,"박정희 최고 회의 의장, 민정 불참 선언",http://db.history.go.kr/id/tcct_1963_02_27_0010
2583,2,27,1959년,"대법원, 진보당 사건 조봉암·양명산에 사형 언도",http://db.history.go.kr/id/tcct_1959_02_27_0010
2584,2,27,1956년,육군 특무 대장 김창룡 저격범인 허태영 대령 등 8명 체포,http://db.history.go.kr/id/tcct_1956_02_27_0040
2585,2,27,1948년,"서울시, 식량 배급 통장을 세대 단위로 개편",http://db.history.go.kr/id/tcct_1948_02_27_0020
2586,2,27,1938년,"조선총독부, 8개년 계획으로 조선 농민 1만호의 서선(西鮮) 고지대 이주 결정",http://db.history.go.kr/id/tcmd_1938_02_27_0010
2587,2,27,1926년,"〈조선 도량형령〉 공포(5.1. 시행), 미터법 채용",http://db.history.go.kr/id/tcmd_1926_02_27_0030
2588,2,27,1919년,"독립 선언문, 보성사 인쇄소에서 2만 1천장 인쇄",http://db.history.go.kr/id/tcmd_1919_02_27_0030
2589,2,27,1914년,일본 헌병대 경찰서의 관구 및 배치 변경(3.1. 시행),http://db.history.go.kr/id/tcmd_1914_02_27_0020
2590,2,27,1898년,"독립 협회 통상회, 부산 절영도의 러시아 조차 반대 성토",http://db.history.go.kr/id/tcmd_1898_02_27_0010
2591,2,27,1881년,[음]금지되었던 각 도의 금은 채굴 허가,http://db.history.go.kr/id/tcmd_1881_02_27_0020
2592,2,27,1854년,[음]춘당대에서 정시 문과가 실시됨,http://sillok.history.go.kr/id/kya_10502027_001
2593,2,27,1807년,[음]경상도 영덕·영산에서 화재로 민가 238호가 연소됨,http://sillok.history.go.kr/id/kwa_10702027_001
2594,2,27,1788년,[음]목화 흉년이 심한 영남 고을에 세납 목면을 돈으로 대납케 함,http://sillok.history.go.kr/id/kva_11202027_001
2595,2,27,1787년,[음]경기 유생 유현복 등이 문효 세자(정조의 아들)의 독살설에 관해 상소함,http://sillok.history.go.kr/id/kva_11102027_003
2596,2,27,1778년,[음]《속명의록(續明義錄)》이 이루어짐,http://sillok.history.go.kr/id/kva_10202027_001
2597,2,27,1764년,[음]중신을 보내 강화도에서 과거를 실시함,http://sillok.history.go.kr/id/kua_14002027_002
2598,2,27,1755년,[음]사노비의 감포 절목(減布節目)을 확정함,http://sillok.history.go.kr/id/kua_13102027_002
2599,2,27,1751년,[음]대왕대비전의 존호를 정덕(貞德)으로 정하여 올림,http://sillok.history.go.kr/id/kua_12702027_001
2600,2,27,1745년,[음]《증보역대총목(增補歷代總目)》의 수정을 논의함,http://sillok.history.go.kr/id/kua_12102027_001
2601,2,27,1744년,[음]황해 수사 박문수가 중국 선박의 밀무역 근절을 위해 비선(飛船) 건조를 제안함,http://sillok.history.go.kr/id/kua_12002027_002
2602,2,27,1728년,[음]해숭위방(海嵩尉房)에서 소송하는 땅을 백성에게 도로 주게 함,http://sillok.history.go.kr/id/kua_10402027_001
2603,2,27,1725년,[음]효장 세자를 낳은 소원 이씨(영조의 후궁)를 정빈으로 추증함,http://sillok.history.go.kr/id/kua_10102027_001
2604,2,27,1713년,[음]영의정 이유 등이 숙종의 즉위 40년을 맞아 진연(進宴)하기를 청하니 윤허함,http://sillok.history.go.kr/id/ksa_13902027_001
2605,2,27,1691년,[음]갓 모양을 예전 제도대로 하게 함,http://sillok.history.go.kr/id/ksa_11702027_003
2606,2,27,1648년,[음]청나라에서 시헌력을 가져옴,http://sillok.history.go.kr/id/kpa_12602027_001
2607,2,27,1630년,[음]대마도에서 조선인 표류자를 돌려보냄,http://sillok.history.go.kr/id/kpa_10802027_001
2608,2,27,1622년,[음]독서당을 혁파함,http://sillok.history.go.kr/id/kob_11402027_001
2609,2,27,1557년,[음]도첩과 호패가 있는 승려의 잡역을 면제함,http://sillok.history.go.kr/id/kma_11202027_001
2610,2,27,1550년,[음]서울에 흙비가 내림,http://sillok.history.go.kr/id/kma_10502027_002
2611,2,27,1503년,[음]광원군 이극돈 죽음,http://sillok.history.go.kr/id/kja_10902027_004
2612,2,27,1477년,[윤]친잠의(親蠶儀)를 정함,http://sillok.history.go.kr/id/kia_10802127_004
2613,2,27,1455년,[음]엄자치·윤기·최찬 등 환관을 파면함,http://sillok.history.go.kr/id/kfa_10302027_002
2614,2,27,1330년,[음]지인방을 설치함,http://db.history.go.kr/id/kr_036r_0020_0010_0040
2615,2,27,1260년,[음]관리와 백성들에게 개경에 집 짓는 것을 명함,http://db.history.go.kr/id/kr_025r_0030_0020_0050
2616,2,27,1255년,[음]강도의 계엄을 해제함,http://db.history.go.kr/id/kr_024r_0050_0020_0080
2617,2,27,1126년,[음]이자겸과 척준경이 왕을 남궁으로 옮기고 왕의 측근을 죽임,http://db.history.go.kr/id/kr_015r_0060_0020_0060
2618,2,27,1108년,[음]윤관이 여진 평정을 하례하는 표문을 올림,http://db.history.go.kr/id/kr_012r_0080_0020_0100
2619,2,27,1066년,[음]운흥창의 화재를 계기로 창고의 불 단속을 강화함,http://db.history.go.kr/id/kr_008r_0100_0020_0020
2620,2,27,1040년,[음]도량형 제도를 정비함,http://db.history.go.kr/id/kr_006r_0080_0020_0040
2621,2,28,2007년,"노무현 대통령, 당내 갈등 해소 위해 열린우리당 탈당",http://db.history.go.kr/id/tcct_2007_02_28_0010
2622,2,28,2001년,분단 후 최초로 평양에서 남북 역사 학자 간담회 개최,http://db.history.go.kr/id/tcct_2001_02_28_0040
2623,2,28,1998년,"육군 사관 학교, 최초로 여생도 24명 입교",http://db.history.go.kr/id/tcct_1998_02_28_0050
